0,0,5,0.012986151007589299
0,1,3,0.11682304769202854
0,2,4,0.20570330840632503
0,3,3,0.11682024625890156
0,4,3,0.809560407733507
0,6,4,0.018686151567875925
0,7,1,0.018735877005879992
0,8,5,0.20573460903414775
0,10,2,0.018723917041376305
0,12,5,0.018699296754087182
0,14,5,0.01868868363243301
0,15,5,0.20573460903414775
0,17,4,0.6845899844024823
0,18,5,0.018683673377032816
0,20,1,0.20569318014809668
0,21,4,0.018731567108761546
0,24,4,0.018699296754087182
0,25,3,0.01873361430989281
0,27,4,0.018719122280832036
0,28,1,0.2056984058983528
0,29,3,0.2056793346036037
0,31,5,0.7546737063089567
0,33,2,0.2056984058983528
0,34,1,0.20567421660077553
0,36,2,0.20570707956630369
0,37,3,0.2057095038834328
0,39,3,0.1168262262411534
0,40,2,0.1168040302709934
0,41,5,0.11678285790139904
0,42,4,0.2056984058983528
0,44,5,0.02785147103253498
0,45,4,0.1168262262411534
0,47,5,0.018737816459583292
0,49,5,0.01299671025552949
0,51,4,0.01872084623967941
0,54,5,0.01874686724353203
0,56,5,0.20567631767562078
0,57,4,0.20570330840632503
0,58,5,0.11680397639727942
0,62,2,0.20571602260282446
0,65,4,0.20570707956630369
0,67,4,0.01874686724353203
0,70,3,0.11678285790139904
0,74,4,0.20571828529881164
0,76,4,0.11682487939830388
0,78,4,0.01875640289090659
0,82,3,0.01872973540248621
0,86,5,0.20573460903414775
0,87,4,0.20569420374866232
0,88,5,0.018735877005879992
0,92,5,0.01868200329189942
0,93,2,0.018761305398878825
0,94,4,0.01872612586364951
0,98,3,0.01873927104986077
0,100,2,0.20569711292921727
0,104,2,0.027800398751681398
0,105,4,0.02783547053948275
0,108,5,0.012985127407023667
0,109,1,0.20569711292921727
0,110,5,0.809560353859793
0,114,5,0.20563203348272874
0,115,3,0.20570330840632503
0,118,5,0.11681911491090796
0,121,3,0.027841288900592655
0,122,4,0.01868507409359631
0,123,5,0.01868200329189942
0,125,2,0.01869434037240097
0,126,5,0.012983349574462308
0,130,1,0.20568132793102095
0,132,4,0.1168040302709934
0,134,4,0.018731567108761546
0,135,3,0.11682493327201786
0,136,5,0.01868507409359631
0,137,1,0.20570578659716815
0,138,3,0.20571710007710406
0,140,3,0.20568434485900386
0,141,2,0.20571828529881164
0,143,4,0.01877337311081047
0,145,4,0.018686151567875925
0,146,3,0.027814082675032464
0,148,2,0.20569420374866232
0,151,5,0.20568332125843825
0,152,3,0.1168262262411534
0,155,4,0.012975268517365222
0,157,3,0.2056892473669761
